id,latitude,longitude,date_M_D_YYYY,date_M_D_YYYY_00_00_00,date_YYYY-MM-DD,date_YYYY-MM-DD_00_00_00,date_YYYY-MM-DDT00_00_00,date_YYYY-MM-DDT00_00_00Z,date_YYYY-MM-DDT00_00_00_America_LosAngeles,date_YYYY-MM-DDT00_00_00_America_NewYork,str_yyyy,str_yyyy-MM,str_yyyy-MM-dd,str1_yyyy-MM-dd_HH-mm-ss,int_yyyy,int_yyyyMM,int_yyyyMMdd,dbl1_yyyyMMddHHmmss,dbl2_yyyyMMddHHmmss,dbl_yyyyMMddHHmmssS,day,month,month_str_1,year,weekday,weekday_str,week_number,day365,isfeb29,DST,DST_switch,DST_adjust
761,-4.375,-4.75,1/31/2024,1/31/2024 00:00:00,2024-01-31,2024-01-31 00:00:00,2024-01-31T00:00:00,2024-01-31T00:00:00Z,2024-01-31T00:00:00-08:00,2024-01-31T00:00:00-05:00,2024,2024-01,2024-01-31,2024-01-31 00:00:00,2024,202401,20240131,20240131000000,20240131235959,20240131235959.5,31,1,Jan,2024,4,Wednesday,5,31,0,0,0,0
762,-4.5,-5.875,2/1/2024,2/1/2024 00:00:00,2024-02-01,2024-02-01 00:00:00,2024-02-01T00:00:00,2024-02-01T00:00:00Z,2024-02-01T00:00:00-08:00,2024-02-01T00:00:00-05:00,2024,2024-02,2024-02-01,2024-02-01 00:00:00,2024,202402,20240201,20240201000000,20240201235959,20240201235959.5,1,2,Feb,2024,5,Thursday,5,32,0,0,0,0
763,-4.625,-6,2/2/2024,2/2/2024 00:00:00,2024-02-02,2024-02-02 00:00:00,2024-02-02T00:00:00,2024-02-02T00:00:00Z,2024-02-02T00:00:00-08:00,2024-02-02T00:00:00-05:00,2024,2024-02,2024-02-02,2024-02-02 00:00:00,2024,202402,20240202,20240202000000,20240202235959,20240202235959.5,2,2,Feb,2024,6,Friday,5,33,0,0,0,0
764,-4.75,-6.125,2/3/2024,2/3/2024 00:00:00,2024-02-03,2024-02-03 00:00:00,2024-02-03T00:00:00,2024-02-03T00:00:00Z,2024-02-03T00:00:00-08:00,2024-02-03T00:00:00-05:00,2024,2024-02,2024-02-03,2024-02-03 00:00:00,2024,202402,20240203,20240203000000,20240203235959,20240203235959.5,3,2,Feb,2024,7,Saturday,5,34,0,0,0,0
765,-5,-6.25,2/4/2024,2/4/2024 00:00:00,2024-02-04,2024-02-04 00:00:00,2024-02-04T00:00:00,2024-02-04T00:00:00Z,2024-02-04T00:00:00-08:00,2024-02-04T00:00:00-05:00,2024,2024-02,2024-02-04,2024-02-04 00:00:00,2024,202402,20240204,20240204000000,20240204235959,20240204235959.5,4,2,Feb,2024,1,Sunday,6,35,0,0,0,0
766,-5.125,-6.375,2/5/2024,2/5/2024 00:00:00,2024-02-05,2024-02-05 00:00:00,2024-02-05T00:00:00,2024-02-05T00:00:00Z,2024-02-05T00:00:00-08:00,2024-02-05T00:00:00-05:00,2024,2024-02,2024-02-05,2024-02-05 00:00:00,2024,202402,20240205,20240205000000,20240205235959,20240205235959.5,5,2,Feb,2024,2,Monday,6,36,0,0,0,0
767,-5.25,-6.5,2/6/2024,2/6/2024 00:00:00,2024-02-06,2024-02-06 00:00:00,2024-02-06T00:00:00,2024-02-06T00:00:00Z,2024-02-06T00:00:00-08:00,2024-02-06T00:00:00-05:00,2024,2024-02,2024-02-06,2024-02-06 00:00:00,2024,202402,20240206,20240206000000,20240206235959,20240206235959.5,6,2,Feb,2024,3,Tuesday,6,37,0,0,0,0
768,-5.375,-6.625,2/7/2024,2/7/2024 00:00:00,2024-02-07,2024-02-07 00:00:00,2024-02-07T00:00:00,2024-02-07T00:00:00Z,2024-02-07T00:00:00-08:00,2024-02-07T00:00:00-05:00,2024,2024-02,2024-02-07,2024-02-07 00:00:00,2024,202402,20240207,20240207000000,20240207235959,20240207235959.5,7,2,Feb,2024,4,Wednesday,6,38,0,0,0,0
769,-5.5,-6.75,2/8/2024,2/8/2024 00:00:00,2024-02-08,2024-02-08 00:00:00,2024-02-08T00:00:00,2024-02-08T00:00:00Z,2024-02-08T00:00:00-08:00,2024-02-08T00:00:00-05:00,2024,2024-02,2024-02-08,2024-02-08 00:00:00,2024,202402,20240208,20240208000000,20240208235959,20240208235959.5,8,2,Feb,2024,5,Thursday,6,39,0,0,0,0
770,-5.625,-6.875,2/9/2024,2/9/2024 00:00:00,2024-02-09,2024-02-09 00:00:00,2024-02-09T00:00:00,2024-02-09T00:00:00Z,2024-02-09T00:00:00-08:00,2024-02-09T00:00:00-05:00,2024,2024-02,2024-02-09,2024-02-09 00:00:00,2024,202402,20240209,20240209000000,20240209235959,20240209235959.5,9,2,Feb,2024,6,Friday,6,40,0,0,0,0
771,-5.75,-7,2/10/2024,2/10/2024 00:00:00,2024-02-10,2024-02-10 00:00:00,2024-02-10T00:00:00,2024-02-10T00:00:00Z,2024-02-10T00:00:00-08:00,2024-02-10T00:00:00-05:00,2024,2024-02,2024-02-10,2024-02-10 00:00:00,2024,202402,20240210,20240210000000,20240210235959,20240210235959.5,10,2,Feb,2024,7,Saturday,6,41,0,0,0,0
772,-6,-7.125,2/11/2024,2/11/2024 00:00:00,2024-02-11,2024-02-11 00:00:00,2024-02-11T00:00:00,2024-02-11T00:00:00Z,2024-02-11T00:00:00-08:00,2024-02-11T00:00:00-05:00,2024,2024-02,2024-02-11,2024-02-11 00:00:00,2024,202402,20240211,20240211000000,20240211235959,20240211235959.5,11,2,Feb,2024,1,Sunday,7,42,0,0,0,0
773,-6.125,-7.25,2/12/2024,2/12/2024 00:00:00,2024-02-12,2024-02-12 00:00:00,2024-02-12T00:00:00,2024-02-12T00:00:00Z,2024-02-12T00:00:00-08:00,2024-02-12T00:00:00-05:00,2024,2024-02,2024-02-12,2024-02-12 00:00:00,2024,202402,20240212,20240212000000,20240212235959,20240212235959.5,12,2,Feb,2024,2,Monday,7,43,0,0,0,0
774,-6.25,-7.375,2/13/2024,2/13/2024 00:00:00,2024-02-13,2024-02-13 00:00:00,2024-02-13T00:00:00,2024-02-13T00:00:00Z,2024-02-13T00:00:00-08:00,2024-02-13T00:00:00-05:00,2024,2024-02,2024-02-13,2024-02-13 00:00:00,2024,202402,20240213,20240213000000,20240213235959,20240213235959.5,13,2,Feb,2024,3,Tuesday,7,44,0,0,0,0
775,-6.375,-7.5,2/14/2024,2/14/2024 00:00:00,2024-02-14,2024-02-14 00:00:00,2024-02-14T00:00:00,2024-02-14T00:00:00Z,2024-02-14T00:00:00-08:00,2024-02-14T00:00:00-05:00,2024,2024-02,2024-02-14,2024-02-14 00:00:00,2024,202402,20240214,20240214000000,20240214235959,20240214235959.5,14,2,Feb,2024,4,Wednesday,7,45,0,0,0,0
776,-6.5,-7.625,2/15/2024,2/15/2024 00:00:00,2024-02-15,2024-02-15 00:00:00,2024-02-15T00:00:00,2024-02-15T00:00:00Z,2024-02-15T00:00:00-08:00,2024-02-15T00:00:00-05:00,2024,2024-02,2024-02-15,2024-02-15 00:00:00,2024,202402,20240215,20240215000000,20240215235959,20240215235959.5,15,2,Feb,2024,5,Thursday,7,46,0,0,0,0
777,-6.625,-7.75,2/16/2024,2/16/2024 00:00:00,2024-02-16,2024-02-16 00:00:00,2024-02-16T00:00:00,2024-02-16T00:00:00Z,2024-02-16T00:00:00-08:00,2024-02-16T00:00:00-05:00,2024,2024-02,2024-02-16,2024-02-16 00:00:00,2024,202402,20240216,20240216000000,20240216235959,20240216235959.5,16,2,Feb,2024,6,Friday,7,47,0,0,0,0
778,-6.75,-7.875,2/17/2024,2/17/2024 00:00:00,2024-02-17,2024-02-17 00:00:00,2024-02-17T00:00:00,2024-02-17T00:00:00Z,2024-02-17T00:00:00-08:00,2024-02-17T00:00:00-05:00,2024,2024-02,2024-02-17,2024-02-17 00:00:00,2024,202402,20240217,20240217000000,20240217235959,20240217235959.5,17,2,Feb,2024,7,Saturday,7,48,0,0,0,0
779,-7,-8,2/18/2024,2/18/2024 00:00:00,2024-02-18,2024-02-18 00:00:00,2024-02-18T00:00:00,2024-02-18T00:00:00Z,2024-02-18T00:00:00-08:00,2024-02-18T00:00:00-05:00,2024,2024-02,2024-02-18,2024-02-18 00:00:00,2024,202402,20240218,20240218000000,20240218235959,20240218235959.5,18,2,Feb,2024,1,Sunday,8,49,0,0,0,0
780,-7.125,-8.125,2/19/2024,2/19/2024 00:00:00,2024-02-19,2024-02-19 00:00:00,2024-02-19T00:00:00,2024-02-19T00:00:00Z,2024-02-19T00:00:00-08:00,2024-02-19T00:00:00-05:00,2024,2024-02,2024-02-19,2024-02-19 00:00:00,2024,202402,20240219,20240219000000,20240219235959,20240219235959.5,19,2,Feb,2024,2,Monday,8,50,0,0,0,0
781,-7.25,-8.25,2/20/2024,2/20/2024 00:00:00,2024-02-20,2024-02-20 00:00:00,2024-02-20T00:00:00,2024-02-20T00:00:00Z,2024-02-20T00:00:00-08:00,2024-02-20T00:00:00-05:00,2024,2024-02,2024-02-20,2024-02-20 00:00:00,2024,202402,20240220,20240220000000,20240220235959,20240220235959.5,20,2,Feb,2024,3,Tuesday,8,51,0,0,0,0
782,-7.375,-8.375,2/21/2024,2/21/2024 00:00:00,2024-02-21,2024-02-21 00:00:00,2024-02-21T00:00:00,2024-02-21T00:00:00Z,2024-02-21T00:00:00-08:00,2024-02-21T00:00:00-05:00,2024,2024-02,2024-02-21,2024-02-21 00:00:00,2024,202402,20240221,20240221000000,20240221235959,20240221235959.5,21,2,Feb,2024,4,Wednesday,8,52,0,0,0,0
783,-7.5,-8.5,2/22/2024,2/22/2024 00:00:00,2024-02-22,2024-02-22 00:00:00,2024-02-22T00:00:00,2024-02-22T00:00:00Z,2024-02-22T00:00:00-08:00,2024-02-22T00:00:00-05:00,2024,2024-02,2024-02-22,2024-02-22 00:00:00,2024,202402,20240222,20240222000000,20240222235959,20240222235959.5,22,2,Feb,2024,5,Thursday,8,53,0,0,0,0
784,-7.625,-8.625,2/23/2024,2/23/2024 00:00:00,2024-02-23,2024-02-23 00:00:00,2024-02-23T00:00:00,2024-02-23T00:00:00Z,2024-02-23T00:00:00-08:00,2024-02-23T00:00:00-05:00,2024,2024-02,2024-02-23,2024-02-23 00:00:00,2024,202402,20240223,20240223000000,20240223235959,20240223235959.5,23,2,Feb,2024,6,Friday,8,54,0,0,0,0
785,-7.75,-8.75,2/24/2024,2/24/2024 00:00:00,2024-02-24,2024-02-24 00:00:00,2024-02-24T00:00:00,2024-02-24T00:00:00Z,2024-02-24T00:00:00-08:00,2024-02-24T00:00:00-05:00,2024,2024-02,2024-02-24,2024-02-24 00:00:00,2024,202402,20240224,20240224000000,20240224235959,20240224235959.5,24,2,Feb,2024,7,Saturday,8,55,0,0,0,0
786,-8,-8.875,2/25/2024,2/25/2024 00:00:00,2024-02-25,2024-02-25 00:00:00,2024-02-25T00:00:00,2024-02-25T00:00:00Z,2024-02-25T00:00:00-08:00,2024-02-25T00:00:00-05:00,2024,2024-02,2024-02-25,2024-02-25 00:00:00,2024,202402,20240225,20240225000000,20240225235959,20240225235959.5,25,2,Feb,2024,1,Sunday,9,56,0,0,0,0
787,-8.125,-9,2/26/2024,2/26/2024 00:00:00,2024-02-26,2024-02-26 00:00:00,2024-02-26T00:00:00,2024-02-26T00:00:00Z,2024-02-26T00:00:00-08:00,2024-02-26T00:00:00-05:00,2024,2024-02,2024-02-26,2024-02-26 00:00:00,2024,202402,20240226,20240226000000,20240226235959,20240226235959.5,26,2,Feb,2024,2,Monday,9,57,0,0,0,0
788,-8.25,-9.125,2/27/2024,2/27/2024 00:00:00,2024-02-27,2024-02-27 00:00:00,2024-02-27T00:00:00,2024-02-27T00:00:00Z,2024-02-27T00:00:00-08:00,2024-02-27T00:00:00-05:00,2024,2024-02,2024-02-27,2024-02-27 00:00:00,2024,202402,20240227,20240227000000,20240227235959,20240227235959.5,27,2,Feb,2024,3,Tuesday,9,58,0,0,0,0
789,-8.375,-9.25,2/28/2024,2/28/2024 00:00:00,2024-02-28,2024-02-28 00:00:00,2024-02-28T00:00:00,2024-02-28T00:00:00Z,2024-02-28T00:00:00-08:00,2024-02-28T00:00:00-05:00,2024,2024-02,2024-02-28,2024-02-28 00:00:00,2024,202402,20240228,20240228000000,20240228235959,20240228235959.5,28,2,Feb,2024,4,Wednesday,9,59,0,0,0,0
790,-8.5,-9.375,2/29/2024,2/29/2024 00:00:00,2024-02-29,2024-02-29 00:00:00,2024-02-29T00:00:00,2024-02-29T00:00:00Z,2024-02-29T00:00:00-08:00,2024-02-29T00:00:00-05:00,2024,2024-02,2024-02-29,2024-02-29 00:00:00,2024,202402,20240229,20240229000000,20240229235959,20240229235959.5,29,2,Feb,2024,5,Thursday,9,60,1,0,0,0
791,-8.625,-10.5,3/1/2024,3/1/2024 00:00:00,2024-03-01,2024-03-01 00:00:00,2024-03-01T00:00:00,2024-03-01T00:00:00Z,2024-03-01T00:00:00-08:00,2024-03-01T00:00:00-05:00,2024,2024-03,2024-03-01,2024-03-01 00:00:00,2024,202403,20240301,20240301000000,20240301235959,20240301235959.5,1,3,Mar,2024,6,Friday,9,61,0,0,0,0
792,-8.75,-10.625,3/2/2024,3/2/2024 00:00:00,2024-03-02,2024-03-02 00:00:00,2024-03-02T00:00:00,2024-03-02T00:00:00Z,2024-03-02T00:00:00-08:00,2024-03-02T00:00:00-05:00,2024,2024-03,2024-03-02,2024-03-02 00:00:00,2024,202403,20240302,20240302000000,20240302235959,20240302235959.5,2,3,Mar,2024,7,Saturday,9,62,0,0,0,0
793,-9,-10.75,3/3/2024,3/3/2024 00:00:00,2024-03-03,2024-03-03 00:00:00,2024-03-03T00:00:00,2024-03-03T00:00:00Z,2024-03-03T00:00:00-08:00,2024-03-03T00:00:00-05:00,2024,2024-03,2024-03-03,2024-03-03 00:00:00,2024,202403,20240303,20240303000000,20240303235959,20240303235959.5,3,3,Mar,2024,1,Sunday,10,63,0,0,0,0
794,-9.125,-10.875,3/4/2024,3/4/2024 00:00:00,2024-03-04,2024-03-04 00:00:00,2024-03-04T00:00:00,2024-03-04T00:00:00Z,2024-03-04T00:00:00-08:00,2024-03-04T00:00:00-05:00,2024,2024-03,2024-03-04,2024-03-04 00:00:00,2024,202403,20240304,20240304000000,20240304235959,20240304235959.5,4,3,Mar,2024,2,Monday,10,64,0,0,0,0
795,-9.25,-11,3/5/2024,3/5/2024 00:00:00,2024-03-05,2024-03-05 00:00:00,2024-03-05T00:00:00,2024-03-05T00:00:00Z,2024-03-05T00:00:00-08:00,2024-03-05T00:00:00-05:00,2024,2024-03,2024-03-05,2024-03-05 00:00:00,2024,202403,20240305,20240305000000,20240305235959,20240305235959.5,5,3,Mar,2024,3,Tuesday,10,65,0,0,0,0
796,-9.375,-11.125,3/6/2024,3/6/2024 00:00:00,2024-03-06,2024-03-06 00:00:00,2024-03-06T00:00:00,2024-03-06T00:00:00Z,2024-03-06T00:00:00-08:00,2024-03-06T00:00:00-05:00,2024,2024-03,2024-03-06,2024-03-06 00:00:00,2024,202403,20240306,20240306000000,20240306235959,20240306235959.5,6,3,Mar,2024,4,Wednesday,10,66,0,0,0,0
797,-9.5,-11.25,3/7/2024,3/7/2024 00:00:00,2024-03-07,2024-03-07 00:00:00,2024-03-07T00:00:00,2024-03-07T00:00:00Z,2024-03-07T00:00:00-08:00,2024-03-07T00:00:00-05:00,2024,2024-03,2024-03-07,2024-03-07 00:00:00,2024,202403,20240307,20240307000000,20240307235959,20240307235959.5,7,3,Mar,2024,5,Thursday,10,67,0,0,0,0
798,-9.625,-11.375,3/8/2024,3/8/2024 00:00:00,2024-03-08,2024-03-08 00:00:00,2024-03-08T00:00:00,2024-03-08T00:00:00Z,2024-03-08T00:00:00-08:00,2024-03-08T00:00:00-05:00,2024,2024-03,2024-03-08,2024-03-08 00:00:00,2024,202403,20240308,20240308000000,20240308235959,20240308235959.5,8,3,Mar,2024,6,Friday,10,68,0,0,0,0
799,-9.75,-11.5,3/9/2024,3/9/2024 00:00:00,2024-03-09,2024-03-09 00:00:00,2024-03-09T00:00:00,2024-03-09T00:00:00Z,2024-03-09T00:00:00-08:00,2024-03-09T00:00:00-05:00,2024,2024-03,2024-03-09,2024-03-09 00:00:00,2024,202403,20240309,20240309000000,20240309235959,20240309235959.5,9,3,Mar,2024,7,Saturday,10,69,0,0,0,0
800,-10,-11.625,3/10/2024,3/10/2024 00:00:00,2024-03-10,2024-03-10 00:00:00,2024-03-10T00:00:00,2024-03-10T00:00:00Z,2024-03-10T00:00:00-07:00,2024-03-10T00:00:00-04:00,2024,2024-03,2024-03-10,2024-03-10 00:00:00,2024,202403,20240310,20240310000000,20240310235959,20240310235959.5,10,3,Mar,2024,1,Sunday,11,70,0,1,1,-1
801,-10.125,-11.75,3/11/2024,3/11/2024 00:00:00,2024-03-11,2024-03-11 00:00:00,2024-03-11T00:00:00,2024-03-11T00:00:00Z,2024-03-11T00:00:00-07:00,2024-03-11T00:00:00-04:00,2024,2024-03,2024-03-11,2024-03-11 00:00:00,2024,202403,20240311,20240311000000,20240311235959,20240311235959.5,11,3,Mar,2024,2,Monday,11,71,0,1,0,0
802,-10.25,-11.875,3/12/2024,3/12/2024 00:00:00,2024-03-12,2024-03-12 00:00:00,2024-03-12T00:00:00,2024-03-12T00:00:00Z,2024-03-12T00:00:00-07:00,2024-03-12T00:00:00-04:00,2024,2024-03,2024-03-12,2024-03-12 00:00:00,2024,202403,20240312,20240312000000,20240312235959,20240312235959.5,12,3,Mar,2024,3,Tuesday,11,72,0,1,0,0
803,-10.375,-12,3/13/2024,3/13/2024 00:00:00,2024-03-13,2024-03-13 00:00:00,2024-03-13T00:00:00,2024-03-13T00:00:00Z,2024-03-13T00:00:00-07:00,2024-03-13T00:00:00-04:00,2024,2024-03,2024-03-13,2024-03-13 00:00:00,2024,202403,20240313,20240313000000,20240313235959,20240313235959.5,13,3,Mar,2024,4,Wednesday,11,73,0,1,0,0
804,-10.5,-12.125,3/14/2024,3/14/2024 00:00:00,2024-03-14,2024-03-14 00:00:00,2024-03-14T00:00:00,2024-03-14T00:00:00Z,2024-03-14T00:00:00-07:00,2024-03-14T00:00:00-04:00,2024,2024-03,2024-03-14,2024-03-14 00:00:00,2024,202403,20240314,20240314000000,20240314235959,20240314235959.5,14,3,Mar,2024,5,Thursday,11,74,0,1,0,0
805,-10.625,-12.25,3/15/2024,3/15/2024 00:00:00,2024-03-15,2024-03-15 00:00:00,2024-03-15T00:00:00,2024-03-15T00:00:00Z,2024-03-15T00:00:00-07:00,2024-03-15T00:00:00-04:00,2024,2024-03,2024-03-15,2024-03-15 00:00:00,2024,202403,20240315,20240315000000,20240315235959,20240315235959.5,15,3,Mar,2024,6,Friday,11,75,0,1,0,0
806,-10.75,-12.375,3/16/2024,3/16/2024 00:00:00,2024-03-16,2024-03-16 00:00:00,2024-03-16T00:00:00,2024-03-16T00:00:00Z,2024-03-16T00:00:00-07:00,2024-03-16T00:00:00-04:00,2024,2024-03,2024-03-16,2024-03-16 00:00:00,2024,202403,20240316,20240316000000,20240316235959,20240316235959.5,16,3,Mar,2024,7,Saturday,11,76,0,1,0,0
807,-11,-12.5,3/17/2024,3/17/2024 00:00:00,2024-03-17,2024-03-17 00:00:00,2024-03-17T00:00:00,2024-03-17T00:00:00Z,2024-03-17T00:00:00-07:00,2024-03-17T00:00:00-04:00,2024,2024-03,2024-03-17,2024-03-17 00:00:00,2024,202403,20240317,20240317000000,20240317235959,20240317235959.5,17,3,Mar,2024,1,Sunday,12,77,0,1,0,0
808,-11.125,-12.625,3/18/2024,3/18/2024 00:00:00,2024-03-18,2024-03-18 00:00:00,2024-03-18T00:00:00,2024-03-18T00:00:00Z,2024-03-18T00:00:00-07:00,2024-03-18T00:00:00-04:00,2024,2024-03,2024-03-18,2024-03-18 00:00:00,2024,202403,20240318,20240318000000,20240318235959,20240318235959.5,18,3,Mar,2024,2,Monday,12,78,0,1,0,0
809,-11.25,-12.75,3/19/2024,3/19/2024 00:00:00,2024-03-19,2024-03-19 00:00:00,2024-03-19T00:00:00,2024-03-19T00:00:00Z,2024-03-19T00:00:00-07:00,2024-03-19T00:00:00-04:00,2024,2024-03,2024-03-19,2024-03-19 00:00:00,2024,202403,20240319,20240319000000,20240319235959,20240319235959.5,19,3,Mar,2024,3,Tuesday,12,79,0,1,0,0
810,-11.375,-12.875,3/20/2024,3/20/2024 00:00:00,2024-03-20,2024-03-20 00:00:00,2024-03-20T00:00:00,2024-03-20T00:00:00Z,2024-03-20T00:00:00-07:00,2024-03-20T00:00:00-04:00,2024,2024-03,2024-03-20,2024-03-20 00:00:00,2024,202403,20240320,20240320000000,20240320235959,20240320235959.5,20,3,Mar,2024,4,Wednesday,12,80,0,1,0,0
811,-11.5,-13,3/21/2024,3/21/2024 00:00:00,2024-03-21,2024-03-21 00:00:00,2024-03-21T00:00:00,2024-03-21T00:00:00Z,2024-03-21T00:00:00-07:00,2024-03-21T00:00:00-04:00,2024,2024-03,2024-03-21,2024-03-21 00:00:00,2024,202403,20240321,20240321000000,20240321235959,20240321235959.5,21,3,Mar,2024,5,Thursday,12,81,0,1,0,0
812,-11.625,-13.125,3/22/2024,3/22/2024 00:00:00,2024-03-22,2024-03-22 00:00:00,2024-03-22T00:00:00,2024-03-22T00:00:00Z,2024-03-22T00:00:00-07:00,2024-03-22T00:00:00-04:00,2024,2024-03,2024-03-22,2024-03-22 00:00:00,2024,202403,20240322,20240322000000,20240322235959,20240322235959.5,22,3,Mar,2024,6,Friday,12,82,0,1,0,0
813,-11.75,-13.25,3/23/2024,3/23/2024 00:00:00,2024-03-23,2024-03-23 00:00:00,2024-03-23T00:00:00,2024-03-23T00:00:00Z,2024-03-23T00:00:00-07:00,2024-03-23T00:00:00-04:00,2024,2024-03,2024-03-23,2024-03-23 00:00:00,2024,202403,20240323,20240323000000,20240323235959,20240323235959.5,23,3,Mar,2024,7,Saturday,12,83,0,1,0,0
814,-12,-13.375,3/24/2024,3/24/2024 00:00:00,2024-03-24,2024-03-24 00:00:00,2024-03-24T00:00:00,2024-03-24T00:00:00Z,2024-03-24T00:00:00-07:00,2024-03-24T00:00:00-04:00,2024,2024-03,2024-03-24,2024-03-24 00:00:00,2024,202403,20240324,20240324000000,20240324235959,20240324235959.5,24,3,Mar,2024,1,Sunday,13,84,0,1,0,0
815,-12.125,-13.5,3/25/2024,3/25/2024 00:00:00,2024-03-25,2024-03-25 00:00:00,2024-03-25T00:00:00,2024-03-25T00:00:00Z,2024-03-25T00:00:00-07:00,2024-03-25T00:00:00-04:00,2024,2024-03,2024-03-25,2024-03-25 00:00:00,2024,202403,20240325,20240325000000,20240325235959,20240325235959.5,25,3,Mar,2024,2,Monday,13,85,0,1,0,0
816,-12.25,-13.625,3/26/2024,3/26/2024 00:00:00,2024-03-26,2024-03-26 00:00:00,2024-03-26T00:00:00,2024-03-26T00:00:00Z,2024-03-26T00:00:00-07:00,2024-03-26T00:00:00-04:00,2024,2024-03,2024-03-26,2024-03-26 00:00:00,2024,202403,20240326,20240326000000,20240326235959,20240326235959.5,26,3,Mar,2024,3,Tuesday,13,86,0,1,0,0
817,-12.375,-13.75,3/27/2024,3/27/2024 00:00:00,2024-03-27,2024-03-27 00:00:00,2024-03-27T00:00:00,2024-03-27T00:00:00Z,2024-03-27T00:00:00-07:00,2024-03-27T00:00:00-04:00,2024,2024-03,2024-03-27,2024-03-27 00:00:00,2024,202403,20240327,20240327000000,20240327235959,20240327235959.5,27,3,Mar,2024,4,Wednesday,13,87,0,1,0,0
818,-12.5,-13.875,3/28/2024,3/28/2024 00:00:00,2024-03-28,2024-03-28 00:00:00,2024-03-28T00:00:00,2024-03-28T00:00:00Z,2024-03-28T00:00:00-07:00,2024-03-28T00:00:00-04:00,2024,2024-03,2024-03-28,2024-03-28 00:00:00,2024,202403,20240328,20240328000000,20240328235959,20240328235959.5,28,3,Mar,2024,5,Thursday,13,88,0,1,0,0
819,-12.625,-14,3/29/2024,3/29/2024 00:00:00,2024-03-29,2024-03-29 00:00:00,2024-03-29T00:00:00,2024-03-29T00:00:00Z,2024-03-29T00:00:00-07:00,2024-03-29T00:00:00-04:00,2024,2024-03,2024-03-29,2024-03-29 00:00:00,2024,202403,20240329,20240329000000,20240329235959,20240329235959.5,29,3,Mar,2024,6,Friday,13,89,0,1,0,0
820,-12.75,-14.125,3/30/2024,3/30/2024 00:00:00,2024-03-30,2024-03-30 00:00:00,2024-03-30T00:00:00,2024-03-30T00:00:00Z,2024-03-30T00:00:00-07:00,2024-03-30T00:00:00-04:00,2024,2024-03,2024-03-30,2024-03-30 00:00:00,2024,202403,20240330,20240330000000,20240330235959,20240330235959.5,30,3,Mar,2024,7,Saturday,13,90,0,1,0,0
821,-13,-14.25,3/31/2024,3/31/2024 00:00:00,2024-03-31,2024-03-31 00:00:00,2024-03-31T00:00:00,2024-03-31T00:00:00Z,2024-03-31T00:00:00-07:00,2024-03-31T00:00:00-04:00,2024,2024-03,2024-03-31,2024-03-31 00:00:00,2024,202403,20240331,20240331000000,20240331235959,20240331235959.5,31,3,Mar,2024,1,Sunday,14,91,0,1,0,0
822,-13.125,-15.375,4/1/2024,4/1/2024 00:00:00,2024-04-01,2024-04-01 00:00:00,2024-04-01T00:00:00,2024-04-01T00:00:00Z,2024-04-01T00:00:00-07:00,2024-04-01T00:00:00-04:00,2024,2024-04,2024-04-01,2024-04-01 00:00:00,2024,202404,20240401,20240401000000,20240401235959,20240401235959.5,1,4,Apr,2024,2,Monday,14,92,0,1,0,0
823,-13.25,-15.5,4/2/2024,4/2/2024 00:00:00,2024-04-02,2024-04-02 00:00:00,2024-04-02T00:00:00,2024-04-02T00:00:00Z,2024-04-02T00:00:00-07:00,2024-04-02T00:00:00-04:00,2024,2024-04,2024-04-02,2024-04-02 00:00:00,2024,202404,20240402,20240402000000,20240402235959,20240402235959.5,2,4,Apr,2024,3,Tuesday,14,93,0,1,0,0
824,-13.375,-15.625,4/3/2024,4/3/2024 00:00:00,2024-04-03,2024-04-03 00:00:00,2024-04-03T00:00:00,2024-04-03T00:00:00Z,2024-04-03T00:00:00-07:00,2024-04-03T00:00:00-04:00,2024,2024-04,2024-04-03,2024-04-03 00:00:00,2024,202404,20240403,20240403000000,20240403235959,20240403235959.5,3,4,Apr,2024,4,Wednesday,14,94,0,1,0,0
825,-13.5,-15.75,4/4/2024,4/4/2024 00:00:00,2024-04-04,2024-04-04 00:00:00,2024-04-04T00:00:00,2024-04-04T00:00:00Z,2024-04-04T00:00:00-07:00,2024-04-04T00:00:00-04:00,2024,2024-04,2024-04-04,2024-04-04 00:00:00,2024,202404,20240404,20240404000000,20240404235959,20240404235959.5,4,4,Apr,2024,5,Thursday,14,95,0,1,0,0
826,-13.625,-15.875,4/5/2024,4/5/2024 00:00:00,2024-04-05,2024-04-05 00:00:00,2024-04-05T00:00:00,2024-04-05T00:00:00Z,2024-04-05T00:00:00-07:00,2024-04-05T00:00:00-04:00,2024,2024-04,2024-04-05,2024-04-05 00:00:00,2024,202404,20240405,20240405000000,20240405235959,20240405235959.5,5,4,Apr,2024,6,Friday,14,96,0,1,0,0
827,-13.75,-16,4/6/2024,4/6/2024 00:00:00,2024-04-06,2024-04-06 00:00:00,2024-04-06T00:00:00,2024-04-06T00:00:00Z,2024-04-06T00:00:00-07:00,2024-04-06T00:00:00-04:00,2024,2024-04,2024-04-06,2024-04-06 00:00:00,2024,202404,20240406,20240406000000,20240406235959,20240406235959.5,6,4,Apr,2024,7,Saturday,14,97,0,1,0,0
